Author,Comment,Time,Cleaned_Comment,Sentiment_Score,Sentiment_Label
@agussuwarno3924,Seorang ksatria akan menghadapi permasalahan sendiri tanpa harus melibatkan orang lain apalagi rakyat jelata untuk dijadikan korban. Kalo memang salah mending seleh dan mengakuinya secara ksatria yang seharusnya pak Jokowi lakukan,1 hari yang lalu,orang ksatria hadap masalah sendiri libat orang rakyat jelata jadi korban memang salah mending seleh aku ksatria pak jokowi laku,-3,negatif
@umarardiansyah7447,"Bang Ahmad.. mantap,👍",14 jam yang lalu,bang ahmad,0,netral
@andreds3852,"Ya Allah 
Tunjukkan kuasaMu
Segera engkau azab orang2 yg penuh dusta itu",1 hari yang lalu,allah tunjuk kuasa segera engkau azab orang penuh dusta,0,netral
@wongdusun68,Pembenci tidak akan menyerah cari kesalahan orang yg tidak disukai,22 jam yang lalu,benci serah cari salah orang suka,-2,negatif
@EfriAna-o1y,Bapak sehat selalu smg Allah selalu melindungimu beserta keluarga Amin,1 hari yang lalu,bapak sehat selalu smg allah selalu lindung serta keluarga amin,1,positif
@masmblakrakfamily,Ahli rismon tifa Suryo kok gak diajak nanti pasti hasilnya palsu lagi kalo mereka gak diajak😂,1 hari yang lalu,ahli rismon tifa suryo kok ajak hasil palsu ajak,0,netral
@Sutekno-m1z,"Yang penting semuanya harus jujur kalau ingin hidupnya pada tebang...terutama para saksi,jangan karena takut jabatan..Malaikat selalu di dekat kita...",1 jam yang lalu,penting semua jujur hidup tebangterutama saksijangan takut jabatanmalaikat selalu dekat,1,positif
@rizal90pakcik36,Jutaan TKI yg berada d malaysia rata2 mereka bilang ijazah jokowi palsu d cetak d pasar Pramuka.😂,1 hari yang lalu,juta tki ada d malaysia rata bilang ijazah jokowi palsu d cetak d pasar pramuka,0,netral
@julizarraharusun1771,"INILAH BENTUK HUKUM DI KONOHA, HUKUM RUNCING HANYA KEBAWAH,.. ANDAIKAN TERTUDUH ORANG BIASA2, PERKARA INI CEPAT SELESAI",1 hari yang lalu (diedit),ini bentuk hukum konoha hukum runcing bawah andai tuduh orang biasa perkara cepat selesai,0,netral
@bersyukurbersabarbeb1928,MALAYSIA HADIR DUKUNG PAK JOKOWI❤❤❤❤❤❤👍👍👍👍👍👍,1 hari yang lalu,malaysia hadir dukung pak jokowi,1,positif
@muhammadmuammarakustik3192,"Harusnya kita rakyat semua bersatu..
menuntut Jokowi untuk memperlihatkan Ijazahnya kepada kita..",1 hari yang lalu,harus rakyat semua satu tuntut jokowi lihat ijazah,0,netral
@sarwanisarwani9974,Semoga iblis2  yg berbuat curang dan zalim segera diazab Allah SWT..aamiin..,1 hari yang lalu,moga iblis buat curang zalim segera azab allah swtaamiin,-2,negatif
@surantobsc9414,Hehehe....,2 hari yang lalu,hehehe,0,netral
@sriusman192,Pak tua tiap kali AK bicara mulutnya menjap menjep takut teriak lagi 😂,2 hari yang lalu,pak tua tiap kali ak bicara mulut jap menjep takut teriak,-1,negatif
@al-asrvipwater3380,Tukang NGIBUL ko didukung 😅😅,1 hari yang lalu,tukang ngibul ko dukung,1,positif
@SujatnaEnjat,Siapapun yg berbohong semoga segera di azab dg sepedih pedihnya,1 hari yang lalu,siapa bohong moga segera azab dg pedih pedih,-1,negatif
@S.Muncen-c4f,Di Dunia  Hanya di Negara Indonesia .  Jelas ada Orang me malsukan ijazah kok malah di bela mati2 an .,4 jam yang lalu,dunia negara indonesia jelas orang me malsukan ijazah kok bela mati an,-1,negatif
@landaricharicha5240,Emang masih ada yg PERCAYA ? Sm ladusing??,1 hari yang lalu,percaya ladusing,0,netral
@Deniferdiansyah-k7i,Ayo gerak cepat polisi biar ad tersangka....biar g gaduh LG d NKRI ini😮,1 hari yang lalu,ayo gerak cepat polisi biar ad tersangkabiar g gaduh d nkri,1,positif
@iwakartiwa7714,"Masalah penegakan Hukum bukan pintarnya bicara, tapi perlu pembuktian yg benar sesuai pakta 2 , karena Hukum itu sebuah kepastian, bagi kita, bukan kebencian",1 hari yang lalu,masalah tega hukum bukan pintar bicara perlu bukti benar sesuai pakta hukum buah pasti bukan benci,0,netral
@DARMAWANWAWAN-d6h,Maju terus pantang mundur bang... tegakkan keadilan dan kebenaran,1 hari yang lalu,maju pantang mundur bang tegak adil benar,1,positif
@MangYan-k7c,kejujuran menuju kebenaran !!!,3 jam yang lalu,jujur tuju benar,2,positif
@blackbennington3161,Dia di undang sebagai Penasehat kapolri atau sebagai ternak mulyono😂😂😂,1 hari yang lalu,undang nasehat kapolri ternak mulyono,0,netral
@PakEko-m7m,"Seribu ahli apapun percuma,, kebenaran hanya butuh moral dan etika,,bila seorang ahli memihak salah satu dari apa yang di sengketa kan percuma saja,, karena hukum bisa di putar balikkan sesuai apa kehendak sang bermodal besar,,",20 jam yang lalu,ribu ahli apa percuma benar butuh moral etikabila orang ahli pihak salah satu apa sengketa kan percuma hukum putar balik sesuai apa hendak sang modal besar,4,positif
@abdussalamMubarok-y9z,"Kebohongan pasti jelimet dan penuh  intrik, dan cendrung di tutup tutupi, sedangkan kejujuran penuh dngan kemudahan,jelas",14 jam yang lalu,bohong jelimet penuh intrik cendrung tutup tutup jujur penuh dngan kemudahanjelas,1,positif
@NovalRz,Berat. Maju terus walaupun berat💪,1 hari yang lalu,berat maju walaupun berat,-1,negatif
@Berry-c5c,Tinggal di uji porensik yg tranparan..ijazah asli bawa..bukan photo copy..bukan muter muter berdebat..tolong pak polisi tegak kan hukum dengan jujur dan terbuka..,1 hari yang lalu,tinggal uji porensik tranparanijazah asli bawabukan photo copybukan muter muter berdebattolong pak polisi tegak kan hukum jujur buka,2,positif
@RW32BojongRawaLumbu,"Libatkan rismon, agar tidak ada kesan direkayasa. Karena yang mau diredam itu ada ketidakpercayaan",1 hari yang lalu,libat rismon kesan rekayasa redam ketidakpercayaan,-1,negatif
@niminnimin6800,Maju terus pak Ahmad kozinudin rakyat tetap di pihak BP klo selagi itu kebenaran,1 hari yang lalu,maju pak ahmad kozinudin rakyat tetap pihak bp klo benar,3,positif
@triosolawatsadulur2814,untuk menutupi kebohongan butuh menurunkan komponen elit negara sementara untuk melihat kebenaran cukup mudah dan simpel dengan menunjukan keasliannya,1 jam yang lalu,tutup bohong butuh turun komponen elit negara lihat benar cukup mudah simpel tunjuk asli,2,positif
@Islamuddin-yc3ro,Pengacara yang dzalim semoga murkah sebelum putusan ya Allah laknatlah pembela yang zalim amin,1 jam yang lalu,acara dzalim moga mur putus allah laknat bela zalim amin,-1,negatif
@Suwoyo-r6e,Jangan hanya. 7 ahli. Sejuta ahli pun. Kalau membela kebohongan. Pasti Allah swt. Akan membuktikan. Kebenaran ini,1 hari yang lalu,jangan ahli juta ahli bela bohong allah swt bukti benar,2,positif
@esterwae328,"Semoga cepat di selesaikan sesuai  dengan keputusan yang  diambil.kalau di berikan peluang,malah meluas dan terus di gali gali.",5 jam yang lalu,moga cepat selesai sesuai putus diambilkalau ikan peluangmalah luas gali gali,2,positif
@RismaRisma-v8o,Klu cuma ahli dunia yg dihadirkan masih bisa berkilah lidah org ini. Klu ahli dari ALLAH SWT baru lidah pun tdk bisa berkilah lg. Mudah2an para ahli2 ini yg dihadirkan mewakilkan ahli dr ALLAH SWT. amin,1 hari yang lalu,klu ahli dunia hadir kilah lidah org klu ahli allah swt baru lidah tdk kilah mudah ahli hadir wakil ahli dr allah swt amin,5,positif
@anonimexid,"Jujur dan kebenaran  itu murah dan mudah, berbelit dan membuat pembenaran  malah berbayar mahal dan melibatkan institusi dan banyak orang.",1 hari yang lalu,jujur benar murah mudah belit buat benar bayar mahal libat institusi banyak orang,5,positif
@suyatnoyatno3891,"Kalo akal sehat & kejujuran dijunjung  tinggi, sdh jelas siapa yg bohong...
Cetho welo2 ketok moto.",1 hari yang lalu,akal sehat jujur junjung tinggi sdh jelas siapa bohong cetho welo ketok moto,1,positif
@putuyoga8885,"Pak Jokowi, sebaiknya bapak tampil dan menunjukan ijazah dan langsung mengajak diskusi yg menuduh ijazah bapak nggak bener....pasti ini semua selesai...dan nggak menyita perhatian bangsa ini.❤",1 hari yang lalu,pak jokowi baik bapak tampil tunjuk ijazah langsung ajak diskusi tuduh ijazah bapak benerpasti semua selesaidan sita perhati bangsa,1,positif
@aliyadewe2597,"Semngat bro.. jangan takut di intervensi

Kebenaran akan muncul",1 hari yang lalu,semngat bro jangan takut intervensi benar muncul,0,netral
@Totosaleh-m3r,Ahli ahli biar jumlah nya sekeranjang bila tak jujur dan netral....apalagi ahli bayaran.  Yg termasuk genk mulyono...,1 hari yang lalu,ahli ahli biar jumlah nya keranjang bila tak jujur netralapalagi ahli bayar masuk genk mulyono,4,positif
@inuavan9169,Si ahmad kesannya pintar banget yak. Padahal kosong. Wkwkwk,1 hari yang lalu,si ahmad kesan pintar yak padahal kosong wkwkwk,1,positif
@sarkam4660,"Smg tuduhan,fitnah,ujaran kebencian msuk rana pinana yg bikin gaduh slma ini",1 jam yang lalu,smg tuduhanfitnahujaran benci msuk rana pana bikin gaduh slma,-1,negatif
@RahimUdin-si7tj,"Tompel"""" . Titip jadikan tesanke.. omon omon .. muak dengaer'x😂",1 hari yang lalu,tompel titip jadi tesanke omon omon muak dengaerx,0,netral
@tienoa6745,"Tidak butuh ahli, yg penting tunjukan yng asli biar di teliti ramai2 di media yg penuh keterbukaan",1 hari yang lalu,butuh ahli penting tunjuk yng asli biar teliti ramai media penuh buka,2,positif
@SamsulArifin-fk8cj,"Kebenaran itu mudah
Kalau mau tidak jujur butuh usaha yang banyak dan berbelit belit..",1 hari yang lalu,benar mudah jujur butuh usaha banyak belit belit,4,positif
@bollobollo1952,MAJU TERUS PENCARI KEBENARAN..,22 jam yang lalu,maju cari benar,2,positif
@KangeM-v7c,Mulyono membelinya ijazah yg asli tapi dikasih yg foto kopi dari pasar Pramuka😂😂😂😂😂😂,1 hari yang lalu,mulyono bel ijazah asli kasih foto kopi pasar pramuka,1,positif
@ruslannceky2453,"Kenapa gk selesaikan dulu soal ijazah yg di duga palsu setelah mendapatkan putusan yg berkekuatan hukum, baru dilanjutkan dgn dugaan pencemaran nama baik dll.",22 jam yang lalu,gk selesai dulu soal ijazah duga palsu dapat putus kuat hukum baru lanjut dgn duga cemar nama baik,-1,negatif
@Hendra-m5t,Sebenarnya simpel tinggal pihak sekolah yg harus jujur gak bohong,1 hari yang lalu,benar simpel tinggal pihak sekolah jujur bohong,1,positif
@AgungSokhibalmuna,Org jujur itu gk ribet,19 jam yang lalu,org jujur gk ribet,0,netral
@bladeangel,Selama tdk terbuka dalam pemeriksaannya.. maka jangan harap netizen percaya oleh hasil pemeriksaan daro polda metro.,1 hari yang lalu,lama tdk buka periksa jangan harap netizen percaya hasil periksa daro polda metro,-1,negatif
@bedorjenaka,Lepaskan  piyee  ...  kok Enak aja  pel  ... Tompel  ...  Lanjut  !!!   😂😂😂🤣🤣🤣,1 hari yang lalu,lepas piyee kok enak pel tompel lanjut,0,netral
@irzuliman7786,"Menutupi kebohongan itu mudah,, klo jujur itu susah, nunjukin ijazah d publik aja gx brani kok",1 hari yang lalu (diedit),tutup bohong mudah klo jujur susah nunjukin ijazah d publik gx brani kok,0,netral
@asihumiati1943,Ngapain harus byk ahli yg di libatkan. Tinggal periksa usia kertas ijazahnya  pasti langsung terang benderang siapa yg salah,17 jam yang lalu,ngapain byk ahli libat tinggal periksa usia kertas ijazah langsung terang benderang siapa salah,1,positif
@PoniminOye,Kamu betul mas bela kebenaran aku mendukung mudah2an cepet selesai  yg benar adalah pengacara roi,19 jam yang lalu,kamu betul mas bela benar aku dukung mudah cepet selesai benar acara roi,4,positif
@NanangSuhariyadi76,Ya...harusnya melibatkan dari fihak yg mempermasalahkan ijazah juga dan juga fihak yg netral .,4 jam yang lalu,yaharusnya libat fihak masalah ijazah fihak netral,-1,negatif
@bedorjenaka,"Penting  kan Tampil  teruss...
Duit  ngalirrr   terusss  ....
😂😂😂🤣🤣🤣",1 hari yang lalu,penting kan tampil teruss duit ngalirrr terusss,1,positif
@bedorjenaka,Tompel  cari panggung  😂😂😂🤣🤣🤣,1 hari yang lalu,tompel cari panggung,0,netral
@japjeffrey4731,Di segerakan saja  . Spy tdk  gaduh mlulu...,1 hari yang lalu,segera spy tdk gaduh mlulu,0,netral
@ErinPuji-t7l,Pak Ahmad mantap,1 hari yang lalu,pak ahmad,0,netral
@saifudinhidayat,"Kalau kekuasaan dilepaskan dulu, pengadilan akan selesai. Trims.",1 hari yang lalu,kuasa lepas dulu adil selesai trims,0,netral
@FransiskusKJ,"Enak buat dia ,yg katakan palsu, org yg merasa dgn susah paya ,mendptkan ijasa ,dibulil oleh semua org yg benci kepada pemilik ijasa, merasa beban pikiranx, apakah  orang yg menuduh merasakan tidak jika dibaliki ,",1 hari yang lalu,enak buat kata palsu org rasa dgn susah paya mendptkan ijasa dibulil semua org benci milik ijasa rasa beban pikiranx orang tuduh rasa balik,-3,negatif
@vaniz2012,"Aduhhh bingung Konoha, cukup 1 org jujur dan pintar dah beres",1 hari yang lalu,aduhhh bingung konoha cukup org jujur pintar beres,1,positif
@anggilee17,kebohongan itu memang akan selalu berbelit. dan selalu pakai logika terbalik.,1 hari yang lalu,bohong memang selalu belit selalu logika balik,-1,negatif
@SgajshdjdksjHdjejs,7 ahli kira2 yg di teliti apa ya? Kan tidak pernah ditunjukkan ijazah aslinya,14 jam yang lalu,ahli kira teliti apa kan pernah tunjuk ijazah asli,2,positif
@andryherikson7866,"usul konkrit...
uji karbon ijasah JKW sehingga bisa diketahui dengan pasti tahun berapa kertas atau ijasah JKW dikeluarkan..",1 hari yang lalu,usul konkrit uji karbon ijasah jkw tahu tahun berapa kertas ijasah jkw keluar,-1,negatif
@hijrah-803,"Sebagai negarawan yg baik tunjukan ijazah anda pak Jokowi, please hentikan keributan ini. Mari fokus membangun negara",1 hari yang lalu,negarawan baik tunjuk ijazah pak jokowi please henti ribut fokus bangun negara,0,netral
@musthofacms5403,"SEGERA PKI, FPI DAN HTI GULUNG SEMUA DARI NKRI.",10 jam yang lalu,segera pki fpi hti gulung semua nkri,0,netral
@ookjelek7169,Maling dgn maling sdh bukan rahasia lagi saling melindungi,39 menit yang lalu,maling dgn maling sdh bukan rahasia saling lindung,0,netral
@penjagabumi,"susahnya berkata jujur untuk pakar kebohongan... 
tunjukkan ijazah selesai",1 hari yang lalu,susah kata jujur pakar bohong tunjuk ijazah selesai,-1,negatif
@MarsianusSitanggang,Orang pintar dan jujur tdk dibutuhkan di Negara Konoha.,1 hari yang lalu,orang pintar jujur tdk butuh negara konoha,2,positif
@vandkeii7465,"sekali berbohong, maka akan terus ada kebohongan selanjutnya untuk menutupi kebohongan sebelumnya.. haduh.. 
""JIKA BISA DIPERSULIT KENAPA HARUS DIPERMUDAH""",17 jam yang lalu,sekali bohong bohong lanjut tutup bohong belum haduh sulit mudah,-2,negatif
@begjo7658,Cari kebenaran jangan cari menang kalah,1 hari yang lalu,cari benar jangan cari menang kalah,1,positif
@sedoyojoyochannel123,"Simpel yg dibikin ribet...
Hadirkan Jokowi beserta teman kuliahnya sambil membawa ijazahnya dan diperiksa bareng2 oleh ahli. Beres...",1 hari yang lalu,simpel bikin ribet hadir jokowi serta teman kuliah bawa ijazah periksa bareng ahli beres,0,netral
@sulisani1556,kebenaran akan mencari jln nya sendiri walau hanya se lubang jarum,1 hari yang lalu,benar cari jln nya sendiri se lubang jarum,1,positif
@erickzieril4769,Segala sesuatu yg berbelit-belit pasti mencari jalan keluar..KLO ada yg susah knp harus gampang..😅😅,1 hari yang lalu,segala berbelitbelit cari jalan keluarklo susah knp gampang,-1,negatif
@evercossxxx9673,10:02 Memang meragukan termasuk kamu pak tua😂,1 hari yang lalu,memang ragu masuk kamu pak tua,-1,negatif
@SyakbanPKU-k9g,saya  setuju  sama  bg  kozainudin   polisi  ragu  makany  hadirkan  para  ahli.,1 hari yang lalu,tuju bg kozainudin polisi ragu makany hadir ahli,0,netral
@masadiclean1702,Mudah2an 7: ahli ini bukan bayaran dan bukan pesanan khawatir kyk sandiwara gitu. Karna selama ini penuh sandiwara 😊..,1 hari yang lalu,mudah ahli bukan bayar bukan pesan khawatir kyk sandiwara karna lama penuh sandiwara,0,netral
@egoridere6637,Kebohongan diatas kebohongan. Smoga sjh saya slaah. Itu harapan saya,1 hari yang lalu,bohong atas bohong smoga sjh slaah harap,-2,negatif
@AnnaChandra-vs7ub,"Susah emang kalau di negeri yg kejujurannya cuma 15 persen, palsu tapi asli seperti nilai rapot anak2 😅",22 jam yang lalu,susah negeri jujur persen palsu asli nilai rapot anak,0,netral
@candra6388,Sebenarnya pihak si tompel sangat ketakutan akan di pidana,1 hari yang lalu,benar pihak si tompel sangat takut pidana,-1,negatif
@BambangWibisono-ex3lv,Yg tengah ketauan bngt berpihak Kl penegak hukum itu hrs netral dan hrs bersemangat untuk membuktikan dr 2 sumber ini...udh jelas ending nya kemana,1 hari yang lalu,tengah tau bngt pihak kl tegak hukum hrs netral hrs semangat bukti dr sumber iniudh jelas ending nya,1,positif
@donnysaputra4958,Jadi g sabar liat roy panci dkk pake baju orange😂,1 hari yang lalu,g sabar liat roy panci dkk baju orange,-1,negatif
@kesatriaNKRI-w2k,"emang berbelit belit kalau berbauh kebohongan,maling teriak maling",1 hari yang lalu,belit belit berbauh kebohonganmaling teriak maling,0,netral
@darkcold5630,"Belum ada keputusan Pengadilan kata Khasinuddin
Tapi dilain waktu minta tunjukkan saja selesai, nggak usah repot-repot pake pengacara atau pengadilan",1 hari yang lalu,putus adil kata khasinuddin lain waktu minta tunjuk selesai usah repotrepot acara adil,-1,negatif
@MadePutra-u3n,Saya dlu bnci sm bpk ahmad pdhal org ini sgt cerdas hati saya sdh dibutakan dlu oleh mulyono and the genk,19 jam yang lalu,dlu bnci bpk ahmad pdhal org sgt cerdas hati sdh buta dlu mulyono and the genk,1,positif
@mugiyono4375,Ijazahnya dipastikan asli dulu diperiksa bersama  melibatkan penggugat jika asli baru bisa dinamakan fitnah dan pencemaran  nama baik.....akal pada sakit bagaimana orang bisa percaya,1 hari yang lalu (diedit),ijazah pasti asli dulu periksa sama libat gugat asli baru nama fitnah cemar nama baikakal sakit bagaimana orang percaya,0,netral
@sinonomo3176,"7 ahli utu gak seberapa bayarannya , tapi kejujuran yg paling mahal.",1 hari yang lalu,ahli utu berapa bayar jujur paling mahal,2,positif
@muhadi8201,Hukum akhiratlah yg paling adil. Dunia ini sandiwara,1 hari yang lalu,hukum akhirat paling adil dunia sandiwara,0,netral
@ASFIRMANSYAH,"Semoga para saksi Ahli konsekwensi. Bukan Transaksi. Atau Ahli Hishjab. Karna Malaikat itu Benar2 ada""",1 hari yang lalu,moga saksi ahli konsekwensi bukan transaksi ahli hishjab karna malaikat benar,4,positif
@kangaris3607,pengacara RS ini bisa bisa jd tersangka juga tuh..,1 hari yang lalu,acara rs sangka tuh,0,netral
@MamikMlg,"Yng bilang asli dan sah itu sudah di tutup Amplop.
Jelas jelas ijasah Jokowi itu masih diragukan aslinya karena aneh....adakah ijasah bisa di tekuk tekuk atau di lipat.
Semoga perjuangan BPK bpk yng memperjuangkan kejujuran..keadilan diberikan kemudahan",1 hari yang lalu,yng bilang asli sah tutup amplop jelas jelas ijasah jokowi ragu asli anehadakah ijasah tekuk tekuk lipat moga juang bpk bpk yng juang kejujurankeadilan beri mudah,3,positif
@Pakaiyoutube,Mulai berbelit melepaskan jeratan dari hukum 😅,1 hari yang lalu,mulai belit lepas jerat hukum,-2,negatif
@Totosaleh-m3r,Saya pribadi lebih yakin ijazah Jokowi buatan UPP Universitas pasar pramuka..... Selama ini UGM telah menempatkan dirinya sebagai universitas Gembel Materialis.....,1 hari yang lalu,pribadi lebih yakin ijazah jokowi buat upp universitas pasar pramuka lama ugm tempat diri universitas gembel material,0,netral
@hamka500,Sejuta ahli pun tak masalah yg penting independent !!,23 jam yang lalu,juta ahli tak masalah penting independent,1,positif
@sugengsugeng7006,mantul ahmad khoz,1 hari yang lalu,mantul ahmad khoz,0,netral
@MsBayu2000,Orang ini bikin hal mudah jadi sulit aja 😂😂😂,1 hari yang lalu,orang bikin mudah sulit,1,positif
